asset_id,file_path,asset_type,source_tool,source_url,author,license,generated_date,prompt_file,modified_by,notes
audio_shield_impact,assets/source/audio/sfx/shield_impact.wav,audio-wav,asset-forge procedural synth,,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0011-audio-prototype.md,,Impact de bouclier synthétique original
audio_small_explosion,assets/source/audio/sfx/small_explosion.wav,audio-wav,asset-forge procedural synth,,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0011-audio-prototype.md,,Petite explosion synthétique originale
audio_danger_alarm,assets/source/audio/sfx/danger_alarm.wav,audio-wav,asset-forge procedural synth,,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0011-audio-prototype.md,,Alarme de danger alternée originale
audio_docking_lock,assets/source/audio/sfx/docking_lock.wav,audio-wav,asset-forge procedural synth,,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0011-audio-prototype.md,,Verrouillage mécanique d'appontage original
audio_rail_battery,assets/source/audio/sfx/rail_battery.wav,audio-wav,asset-forge procedural synth,,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0011-audio-prototype.md,,Tir de batterie lourde synthétique original
audio_helios_lance,assets/source/audio/sfx/helios_lance.wav,audio-wav,asset-forge procedural synth,,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0011-audio-prototype.md,,Charge et tir Helios Lance synthétiques originaux
adaptive_music_structure,docs/forge/output/adaptive_music_structure.md,audio-spec,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0011-audio-prototype.md,,Structure des neuf états musicaux adaptatifs ; aucune composition finale
aurora_spear_concept,assets/reference/concepts/aurora_spear_concept_sheet.png,concept-art,imagegen (OpenAI),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/output/aurora_spear_generation_prompt.md,asset-forge (Codex),"Planche concept originale du porte-chasseur ; vues multiples, hangars, baie axiale et quatre propulseurs"
aegis_citadel_concept,assets/reference/concepts/aegis_citadel_concept_sheet.png,concept-art,imagegen (OpenAI),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/output/aegis_citadel_generation_prompt.md,asset-forge (Codex),"Planche concept originale de la forteresse ; noyau prismatique, deux bras-batteries, baie, systèmes et cinq états ; écarter la lecture d'épaules lors de la modélisation"
pale_leviathan_concept,assets/reference/concepts/pale_leviathan_concept_sheet.png,concept-art,imagegen (OpenAI),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/output/pale_leviathan_generation_prompt.md,asset-forge (Codex),"Planche concept originale du boss final ; anneau incomplet, quatre appendices et six phases ; décentrer davantage le noyau lors de la modélisation"
background_distant_stars,assets/source/backgrounds/parallax/parallax_01_distant_stars.svg,svg_background,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0015-space-parallax-backgrounds.md,,Couche opaque d'étoiles lointaines
background_nebula,assets/source/backgrounds/parallax/parallax_02_nebula.svg,svg_background,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0015-space-parallax-backgrounds.md,,Couche de nébuleuse sombre à faible contraste
background_planet,assets/source/backgrounds/parallax/parallax_03_planet.svg,svg_background,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0015-space-parallax-backgrounds.md,,Couche de planète bleu-gris et satellite
background_distant_fleet,assets/source/backgrounds/parallax/parallax_04_distant_fleet.svg,svg_background,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0015-space-parallax-backgrounds.md,,Couche de flotte Helios très distante
background_mid_cruisers,assets/source/backgrounds/parallax/parallax_05_mid_cruisers.svg,svg_background,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0015-space-parallax-backgrounds.md,,Couche de deux croiseurs intermédiaires originaux
background_foreground_debris,assets/source/backgrounds/parallax/parallax_06_foreground_debris.svg,svg_background,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0015-space-parallax-backgrounds.md,,Couche de débris et particules de premier plan
background_parallax_spec,docs/forge/output/space_parallax_layers.md,background-spec,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0015-space-parallax-backgrounds.md,,"Ordre, facteurs de déplacement et règles de composition des six couches"
identity_helios_vanguard,assets/source/identity/helios_vanguard_emblem.svg,svg_emblem,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0016-faction-identity.md,,Emblème Helios original ; anneau protecteur interrompu et prisme axial
identity_null_choir,assets/source/identity/null_choir_symbol.svg,svg_emblem,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0016-faction-identity.md,,Symbole Null Choir original ; anneau dissonant et noyau décentré
identity_specter_squadron,assets/source/identity/specter_squadron_mark.svg,svg_emblem,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0016-faction-identity.md,,Marque Specter originale ; delta compact et trajectoire brisée
identity_aegis_citadel,assets/source/identity/aegis_citadel_mark.svg,svg_emblem,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0016-faction-identity.md,,Marque Citadel originale ; prisme entre deux blocs-batteries
identity_pilot_patch,assets/source/identity/pilot_patch.svg,svg_emblem,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0016-faction-identity.md,,Patch pilote générique original dérivé du système Helios
identity_hull_markings,assets/source/identity/hull_marking_strips.svg,svg_markings,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0016-faction-identity.md,,Bandes et chevrons de coque originaux sans texte
screen_title_backdrop,assets/source/ui/screens/title_backdrop.svg,svg_ui,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0017-screens-menus.md,,"ECARTE — ADR-0042 : sixieme cadre SVG plein ecran de BRIEF-0017, le seul qu'ADR-0012 n'avait pas nomme. Jamais importe ; l'accueil porte un SpaceBackdrop anime que cet aplat effacerait. Conserve en source comme livrable de forge valide. Fond d'écran titre original à prisme axial sans logo texte"
screen_main_menu,assets/source/ui/screens/main_menu_frame.svg,svg_ui,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0017-screens-menus.md,,"ECARTE — ADR-0012 (mention *superseded* prevue par l'ADR et jamais portee au registre, corrigee par ADR-0042) : cadre SVG plein ecran, jamais importe, conserve en source. Cadre original de menu principal à deux zones"
screen_pause,assets/source/ui/screens/pause_frame.svg,svg_ui,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0017-screens-menus.md,,"ECARTE — ADR-0012 (mention *superseded* prevue par l'ADR et jamais portee au registre, corrigee par ADR-0042) : cadre SVG plein ecran, jamais importe, conserve en source. Cadre original de pause à marque centrale double — SUPERSÉDÉ par ADR-0012 : la pause est reforgée en langage d'interface (scenes/ui/pause_screen.tscn), ce cadre plein écran n'est plus importé"
screen_mission_failed,assets/source/ui/screens/mission_failed_frame.svg,svg_ui,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0017-screens-menus.md,,"ECARTE — ADR-0012 (mention *superseded* prevue par l'ADR et jamais portee au registre, corrigee par ADR-0042) : cadre SVG plein ecran, jamais importe, conserve en source. Cadre d'échec original à rupture latérale corail"
screen_victory,assets/source/ui/screens/victory_frame.svg,svg_ui,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0017-screens-menus.md,,"ECARTE — ADR-0012 (mention *superseded* prevue par l'ADR et jamais portee au registre, corrigee par ADR-0042) : cadre SVG plein ecran, jamais importe, conserve en source. Cadre de victoire original à prisme ascendant or — SUPERSÉDÉ par ADR-0012 : l'écran de victoire est reforgé en langage d'interface (scenes/ui/victory_screen.tscn), ce cadre plein écran n'est plus importé"
screen_results,assets/source/ui/screens/results_frame.svg,svg_ui,asset-forge (Codex),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/briefs/BRIEF-0017-screens-menus.md,,"ECARTE — ADR-0012 (mention *superseded* prevue par l'ADR et jamais portee au registre, corrigee par ADR-0042) : cadre SVG plein ecran, jamais importe, conserve en source. Cadre original de résumé de fin à zones statistiques"
radio_characters_concept,assets/reference/concepts/radio_characters_concept_sheet.png,concept-art,imagegen (OpenAI),,asset-forge (Codex),proprietary-internal,2026-07-11,docs/forge/output/radio_characters_generation_prompt.md,asset-forge (Codex),"Planche de trois intervenants radio fictifs ; commandante, opérateur et IA avec cinq expressions secondaires chacun"
audio_medium_explosion,assets/source/audio/sfx/medium_explosion.wav,audio-wav,tools/audio/generate_prototype_sfx.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/decisions/ADR-0007-pipeline-audio.md,,Explosion moyenne synthétique originale ; mort d'un chasseur
audio_heavy_explosion,assets/source/audio/sfx/heavy_explosion.wav,audio-wav,tools/audio/generate_prototype_sfx.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/decisions/ADR-0007-pipeline-audio.md,,Explosion lourde synthétique originale ; mort d'un boss
audio_pickup_power,assets/source/audio/sfx/pickup_power.wav,audio-wav,tools/audio/generate_prototype_sfx.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/decisions/ADR-0007-pipeline-audio.md,,Collecte Power Core ; triade ascendante originale
audio_pickup_shield,assets/source/audio/sfx/pickup_shield.wav,audio-wav,tools/audio/generate_prototype_sfx.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/decisions/ADR-0007-pipeline-audio.md,,Collecte Shield Cell ; cluster cristallin original
audio_pickup_score,assets/source/audio/sfx/pickup_score.wav,audio-wav,tools/audio/generate_prototype_sfx.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/decisions/ADR-0007-pipeline-audio.md,,Collecte Score Prism ; arpège bref original
audio_ui_banner,assets/source/audio/sfx/ui_banner.wav,audio-wav,tools/audio/generate_prototype_sfx.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/decisions/ADR-0007-pipeline-audio.md,,Gonflement sous les bannières de phase ; original
audio_ui_select,assets/source/audio/sfx/ui_select.wav,audio-wav,tools/audio/generate_prototype_sfx.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/decisions/ADR-0007-pipeline-audio.md,,Bip de navigation UI ; original
audio_ui_confirm,assets/source/audio/sfx/ui_confirm.wav,audio-wav,tools/audio/generate_prototype_sfx.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/decisions/ADR-0007-pipeline-audio.md,,Validation UI ; original
audio_player_death,assets/source/audio/sfx/player_death.wav,audio-wav,tools/audio/generate_prototype_sfx.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/decisions/ADR-0007-pipeline-audio.md,,Perte de la coque joueur ; souffle et descente originaux
audio_boss_phase_shift,assets/source/audio/sfx/boss_phase_shift.wav,audio-wav,tools/audio/generate_prototype_sfx.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/decisions/ADR-0007-pipeline-audio.md,,Changement de phase de boss ; impact puis montée de tension
audio_engine_loop,assets/source/audio/sfx/engine_loop.wav,audio-wav,tools/audio/generate_prototype_sfx.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/decisions/ADR-0007-pipeline-audio.md,,"Boucle moteur du chasseur ; partielles harmoniques de 1/2 s, bouclage sans couture par construction"
music_launch,assets/imported/audio/music/launch.ogg,audio-ogg,tools/audio/generate_music.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/forge/output/adaptive_music_structure.md,,"État musical launch — 92 BPM, ré dorien ; drone, pulsation filtrée, motif lointain ; synthèse additive originale, motif signature +5/-2/+4, boucle sans couture"
music_skirmish,assets/imported/audio/music/skirmish.ogg,audio-ogg,tools/audio/generate_music.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/forge/output/adaptive_music_structure.md,,"État musical skirmish — 116 BPM, ré dorien ; basse, batterie légère, arpège ; synthèse additive originale, motif signature +5/-2/+4, boucle sans couture"
music_fleet_battle,assets/imported/audio/music/fleet_battle.ogg,audio-ogg,tools/audio/generate_music.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/forge/output/adaptive_music_structure.md,,"État musical fleet_battle — 132 BPM, ré mineur ; percussions pleines, cuivres synthétiques, ostinato ; synthèse additive originale, motif signature +5/-2/+4, boucle sans couture"
music_docking,assets/imported/audio/music/docking.ogg,audio-ogg,tools/audio/generate_music.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/forge/output/adaptive_music_structure.md,,"État musical docking — 84 BPM 6/8, la suspendu ; pulsation douce, séquence stéréo, nappes ; synthèse additive originale, motif signature +5/-2/+4, boucle sans couture"
music_fortress_awakening,assets/imported/audio/music/fortress_awakening.ogg,audio-ogg,tools/audio/generate_music.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/forge/output/adaptive_music_structure.md,,"État musical fortress_awakening — 108 BPM, ré dorien ; chœur synthétique abstrait, basses, impacts ; synthèse additive originale, motif signature +5/-2/+4, boucle sans couture"
music_boss_phase_1,assets/imported/audio/music/boss_phase_1.ogg,audio-ogg,tools/audio/generate_music.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/forge/output/adaptive_music_structure.md,,"État musical boss_phase_1 — 136 BPM, ré phrygien ; ostinato sombre, batterie lourde, motif ennemi ; synthèse additive originale, motif signature +5/-2/+4, boucle sans couture"
music_boss_phase_2,assets/imported/audio/music/boss_phase_2.ogg,audio-ogg,tools/audio/generate_music.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/forge/output/adaptive_music_structure.md,,"État musical boss_phase_2 — 148 BPM, mi bémol mineur ; contre-rythme, basse distordue, nappes tendues ; synthèse additive originale, motif signature +5/-2/+4, boucle sans couture"
music_final_charge,assets/imported/audio/music/final_charge.ogg,audio-ogg,tools/audio/generate_music.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/forge/output/adaptive_music_structure.md,,"État musical final_charge — 156 BPM, ré mineur ; toutes couches alliées, montée harmonique ; synthèse additive originale, motif signature +5/-2/+4, boucle sans couture"
music_victory,assets/imported/audio/music/victory.ogg,audio-ogg,tools/audio/generate_music.py,,Claude (session principale),proprietary-internal,2026-07-12,docs/forge/output/adaptive_music_structure.md,,"État musical victory — 96 BPM, ré majeur add6 ; motif principal élargi, accords ouverts ; synthèse additive originale, motif signature +5/-2/+4, boucle sans couture"
